rank,title_mal,popularity_score,quality_score,title_parsed,title_at,slug,year,season,synopsis,created_at,updated_at,deleted_at,synonyms,image,id_anime,title_matched,op_counts,ed_counts,total_counts,hardcore
250,Monster Musume no Iru Nichijou,730755.0,6.96,monster musume no iru nichijou,Monster Musume no Iru Nichijou,monster_musume_no_iru_nichijou,2015,Summer,"Monsters: they're real, and they want to date us!<br>
<br>
Three years ago, the world learned that harpies, centaurs, catgirls, and all manners of fabulous creatures are not merely fiction; they are flesh and blood - not to mention scale, feather, horn, and fang. Thanks to the ""Cultural Exchange Between Species Act,"" these once-mythical creatures have assimilated into society, or at least, they're trying.<br>
<br>
When a hapless human teenager named Kurusu Kimihito is inducted as a ""volunteer"" into the government exchange program, his world is turned upside down. A snake-like lamia named Miia comes to live with him, and it is Kurusu's job to take care of her and make sure she integrates into his everyday life.<br>
<br>
Unfortunately for Kurusu, Miia is undeniably sexy, and the law against interspecies breeding is very strict. Even worse, when a ravishing centaur girl and a flirtatious harpy move in, what's a full-blooded teenage human with raging hormones to do?!<br>
<br>
(Source: Anime News Network)",2021-03-27T00:44:17.648600Z,2021-03-28T05:35:38.398629Z,,"['Everyday Life with Monster Girls', 'MonMusu']",https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/ZwvsIl05qahStka1Os9wcxbkR8KwUVbktBDyMBre.png,1966,monster musume no iru nichijou,1,1,2,True
251,Enen no Shouboutai: Ni no Shou,729180.0,7.81,enen no shouboutai: ni no shou,Enen no Shouboutai: Ni no Shou,enen_no_shouboutai_ni_no_shou,2020,Summer,"The second season of <i>Enen no Shouboutai</i>.<br>
<br>
Shinra and Company 8 have figured out the Evangelist’s goal: to gather Adolla Bursts from Shinra and Shou. After learning more about his past from Captain Burns, Shinra becomes more motivated to discover the truth about his mother and save Shou again.<br>
<br>
But a mysterious girl known as the “First Pillar” reveals the Evangelist’s master plan to start another Great Cataclysm!<br>
<br>
(Source: Funimation)",2021-03-27T00:43:43.282070Z,2021-03-28T01:46:26.702940Z,,['Fire Force Season 2'],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/1WRlwaRNixHaersQimGAG5snJz3qBTjxUPhx0eVe.jpg,709,enen no shouboutai: ni no shou,2,3,5,True
252,Sword Art Online: Alicization - War of Underworld,728098.0,7.58,sword art online: alicization - war of underworld,Sword Art Online: Alicization - War of Underworld,sword_art_online_alicization_war_of_underworld,2019,Fall,"Kirito, Eugeo, and Alice. Six months have passed since the two disciples and an Integrity Knight brought down the pontifex, Administrator. With the fighting over, Alice has been living in her hometown of Rulid Village. Beside her is Kirito, who has not only lost his arm and soul, but also his dear friend. As Alice devotes herself to looking after Kirito, she too has lost the will to fight she once had as a knight.<br>
<br>
Nevertheless, the time for the final stress test – one which will engulf the entire Underworld with tragedy – draws relentlessly closer.<br>
<br>
Meanwhile, in the deepest areas of the Dark Territory, the Dark God Vecta has resurrected, as if to have waited for this very moment. Leading an army of dark forces, they begin their invasion into the human empire in hopes of attaining the Priestess of Light. The human empire force led by the Integrity Knight Bercouli prepares for a war of an unimaginable scale against the army of the Dark Territory. Even then, Alice is nowhere to be seen, nor the two heroes that saved the realm...<br>
<br>
(Source: Official Website)",2021-03-27T00:44:39.849967Z,2021-03-28T08:23:58.261322Z,,['Sword Art Online: Alicization 2nd Season'],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/6fbEfCa82Ct5P90kED7ql5C3l4SKabBiyAEnbR7q.jpg,2803,sword art online: alicization - war of underworld,1,1,2,True
254,Wonder Egg Priority,721942.0,7.62,wonder egg priority,Wonder Egg Priority,wonder_egg_priority,2021,Winter,"This is the story of Ai, an introverted girl whose fate is forever changed when she acquires a mysterious “Wonder Egg” from a deserted arcade. That night, her dreams blend into reality, and as other girls obtain their own Wonder Eggs, Ai discovers new friends—and the magic within herself.
<br><br>
(Source: Funimation)",2021-03-27T00:44:48.503145Z,2021-03-28T09:25:55.173726Z,,[],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/JcOdGYXd9FRAG5oBemzRXlGlk9bo6j40etAQ2771.jpg,3141,wonder egg priority,1,1,2,True
255,Chuunibyou demo Koi ga Shitai! Ren,721837.0,7.55,chuunibyou demo koi ga shitai! ren,Chuunibyou demo Koi ga Shitai! Ren,chuunibyou_demo_koi_ga_shitai_ren,2014,Winter,"Due to various events, Yuuta and Rikka are living together. This secret co-habitation is so exciting for the two lovebirds! Or so it should be...
<br><br>
Is having a chuuni girlfriend too high of a hurdle for Yuuta, who never even went out with a normal girl?! Yuuta worries about how to advance his relationship with Rikka. And then everyone else, Nibutani, Kumin, and Dekomori, have powered up by advancing a grade. Furthermore, the cause of his chuunibyou outburst in middle school, the girl who calls herself Sophia Ring Saturn the 7th, Satone Shichimiya appears...
<br><br>
This is the long-awaited second season of the adolescent romantic comedy revolving around chuunibyou that makes you laugh and cry.
<br><br>

(Source: Animax)",2021-03-27T00:43:37.460647Z,2021-03-28T01:04:35.291147Z,,"['Chuunibyou demo Koi ga Shitai 2nd season', 'Love, Chuunibyou & Other Delusions! 2nd season']",https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/O7T7aBnOTZ5P7NIHvUNODGxoxUYywZ9sTLaUkm0C.jpg,474,chuunibyou demo koi ga shitai! ren,1,1,2,True
256,Kiznaiver,721716.0,7.38,kiznaiver,Kiznaiver,kiznaiver,2016,Spring,"The fictional Japanese city named Sugomori City is built on reclaimed land. But as the years go by, the city's population is decreasing. One day, Sonosaki tells her classmate Katsuhira: ""You have been selected to be a Kiznaiver."" The Kizuna System, which allows Katsuhira to share his wounds, connects him to the classmates whose lives and personalities completely differ from his. The Kizuna System is an incomplete system for the implementation of world peace that connects people through wounds. All those who are connected to this system are called Kiznaivers. When one Kiznaiver is wounded, the system divides and transmits the wound among the other Kiznaivers.
<br><br>
(Source: Anime News Network)",2021-03-27T00:44:05.828763Z,2021-03-28T04:19:52.416793Z,,[],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/FPzr509HsuJuKrgszGxwU1gpYzJO5BnRhs7kmXM7.jpg,1551,kiznaiver,1,1,2,True
257,Domestic na Kanojo,721653.0,6.67,domestic na kanojo,Domestic na Kanojo,domestic_na_kanojo,2019,Winter,"Natsuo Fuji has a serious crush on one of his teachers, Hina Tachibana, but since he knows he has zero chance of ever being in a relationship with her, he lets his friends talk him into going to a party where he meets Rui. One thing leads to another and then, well, neither of them is a virgin anymore. Unfortunately, it wasn't what they expected, but that's fine. They're just ships passing in the night and they'll never have to see each other again, right? Except when Natsuo's father announces that he's getting married again, Natsuo discovers that he's getting two new step-sisters as well. Now there's a problem, because one is his teacher, Hina, and the other is Rui.<br><br>

(Source: Sentai Filmworks)",2021-03-27T00:43:41.411944Z,2021-03-28T01:34:11.215469Z,,['Domestic Girlfriend'],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/C7NpeLDtyZhLmebEC8o6yxchIw4az4WMWkOJqhIE.jpg,638,domestic na kanojo,1,2,3,True
258,NHK ni Youkoso!,718361.0,8.31,nhk ni youkoso!,NHK ni Youkoso!,nhk_ni_youkoso,2006,Summer,"Satou Tatsuhiro, 22 years old, thinks that everything that happens around him is a conspiracy. He even figured out who is behind it all: The NHK, an evil secret company. <br><br>
""When you think anime, you think otaku. When you think otaku, you think people that dislike other people. Those people become hikikomori (people who shut themselves in)"". So Satou manages to uncover the plot of The NHK (stands for Nihon Hikikomori Kyokai), after three years of shutting himself in (and rapidly approaching the fourth). <br><br>
In reality, he is nothing more than a NEET (Not in Employment, Education or Training), desperately in need of a cure from that ""disease"". He wants to break out from the curse, but going out and getting a job is frightening enough for him. That is until he gets selected for a ""project""; it is a plan to help hikikomori like him in facing the reality of this world.
<br><br>
(Source: Anime News Network)",2021-03-27T00:44:20.432375Z,2021-03-28T05:52:19.912388Z,,['Welcome to the N.H.K.'],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/FhgynX8w6MXySLJ4Be4l9EIlkIh8EfvnSDhc09Mf.png,2060,nhk ni youkoso!,2,2,4,True
259,Nisemonogatari,716435.0,8.14,nisemonogatari,Nisemonogatari,nisemonogatari,2012,Winter,"First season of the Monogatari Series, part 5/6. Contains the arcs Karen Bee and Tsukihi Phoenix from the Nisemonogatari light novels.
<br><br>
In Bakemonogatari, the story centered on Koyomi Araragi, a third year high school student who has recently survived a vampire attack and finds himself mixed up with all kinds of apparitions: gods, ghosts, myths, and spirits. However, in Nisemonogatari, we pick up right where we left off and follow Koyomi as the psychological twists delve deeper and deeper...
<br><br>
(Source: Aniplex)",2021-03-27T00:44:20.900502Z,2021-03-28T05:56:05.181107Z,,['Impostory'],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/wj0X2pyNoFxmCDV89AEmM5RTF9gLYJg2pkDpuxa4.jpg,2079,nisemonogatari,3,1,4,True
260,Hai to Gensou no Grimgar,711239.0,7.65,hai to gensou no grimgar,Hai to Gensou no Grimgar,hai_to_gensou_no_grimgar,2016,Winter,"Fear, survival, instinct. Thrown into a foreign land with nothing but hazy memories and the knowledge of their name, they can feel only these three emotions resonating deep within their souls. A group of strangers is given no other choice than to accept the only paying job in this game-like world—the role of a soldier in the Reserve Army—and eliminate anything that threatens the peace in their new world, Grimgar.<br><br>

When all of the stronger candidates join together, those left behind must create a party together to survive: Manato, a charismatic leader and priest; Haruhiro, a nervous thief; Yume, a cheerful hunter; Shihoru, a shy mage; Mogzo, a kind warrior; and Ranta, a rowdy dark knight. Despite its resemblance to one, this is no game—there are no redos or respawns; it is kill or be killed.<br><br>

It is now up to this ragtag group of unlikely fighters to survive together in a world where life and death are separated only by a fine line.
",2021-03-27T00:43:51.216045Z,2021-03-28T02:43:46.598766Z,,"['Grimgar of Fantasy and Ash', 'Grimgal of Ashes and Illusion', 'Grimgal of Ashes and Fantasies', 'Hai to Gensou no Grimgal']",https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/jPVBq9jvPYLBy8n4pxy9D1sbxilwUFvs4wXCxVAV.jpg,1026,hai to gensou no grimgar,1,1,2,True
261,Tate no Yuusha no Nariagari Season 2,710219.0,6.55,tate no yuusha no nariagari season 2,Tate no Yuusha no Nariagari Season 2,tate_no_yuusha_no_nariagari_season_2,2022,Spring,"Second season of Tate no Yuusha no Nariagari.

Iwatani Naofumi, a run-of-the-mill otaku, finds a book in the library that summons him to another world. He is tasked with joining the sword, spear, and bow as one of the Four Cardinal Heroes and fighting the Waves of Catastrophe as the Shield Hero.
Excited by the prospect of a grand adventure, Naofumi sets off with his party. However, merely a few days later, he is betrayed and loses all his money, dignity, and respect. Unable to trust anyone anymore, he employs a slave named Raphtalia and takes on the Waves and the world.
But will he really find a way to overturn this desperate situation?

Source: Crunchyroll",2022-04-06T19:17:35.542879Z,2022-04-06T22:42:53.647448Z,,"['The Rising of the Shield Hero Season 2', 'Tate no Yuusha no Nariagari 2nd Season']",https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/s5KGlr4vRYmKzhPrSUclZ1MPl3PExqEOQU1N1e8o.jpg,3744,tate no yuusha no nariagari season 2,1,1,2,True
262,86,709421.0,8.28,86,86,86,2021,Spring,"Called “Juggernaut,” these are the unmanned combat drones developed by the Republic of San Magnolia in answer to the attacks by the autonomous unmanned drones of the neighboring Empire of Giad, the “Legion”. But they’re only unmanned in name. In reality, they are piloted by the Eighty-sixers—those considered to be less than human and treated as mere tools.<br>
<br>
Determined to achieve his own mysterious ends, Shin, the captain of Spearhead Squadron, which is comprised of Eighty-sixers, continues to fight a hopeless war on a battlefield where only death awaits him. As his battle rages on, Lena, an elite Republic soldier, arrives as his new Handler. Loathing the way the Republic uses the Eighty-sixers as cannon fodder and despises them for being “pigs in human skin,” she resolves instead to treat them as human beings.<br>
<br>
A young man and Eighty-sixer who constantly faces death on the front lines, and a promising young woman of the military elite. Ordinarily, they would never have crossed paths, but now as a fierce war rages around them, they are looking towards the future…<br>
<br>
(Source: Crunchyroll)",2021-04-11T08:11:51.952304Z,2021-04-11T10:39:20.228610Z,,['86 EIGHTY-SIX'],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/J1LW0EPPnIsHm4rMJppHyaFxy1ncliNMdlvlPfus.jpg,3348,86,1,2,3,True
